frame,time,tx,ty,tz,qw,qx,qy,qz,radius_m,coord_frame,u_obs,v_obs,radius_obs_px,u_proj,v_proj,radius_proj_px,bottom_proj_v,floor_v,support_type,support_source,support_confidence,residual_px,contact_frame,audio_contact_frame,human_contact_event,floor_contact_event,human_contact_state,floor_contact_state,contact_part,contact_side,contact_label,active_part,active_part_y,active_part_z,u_ref_obs,v_ref_obs,contact_u,contact_v,contact_depth_offset_m,contact_depth_offset_used_m,z_contact_final,global_z_ref,z_ref_global_shift,z_ref_anchor_segment,contact_depth_gap
138,4.566667,-0.614339,0.242451,6.247690,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,743.387,625.487,,743.387,625.487,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.912824,6.583804,743.387,625.487,714.334,599.283,30.697706,0.000000,6.247690,6.249067,6.173244,6.249067,-0.336113
139,4.600000,-0.616570,0.241800,6.254620,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,742.841,625.163,,742.841,625.163,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.909685,6.564130,742.841,625.163,711.206,601.461,0.056777,0.056777,6.311397,6.256044,6.177080,6.256044,-0.252732
140,4.633333,-0.611160,0.290533,6.261473,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,744.982,642.215,,744.982,642.215,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,1,0,0,0,0,foot,left,left_foot,left_foot,0.905993,6.527433,744.982,642.215,717.550,618.077,30.597696,0.000000,6.261473,6.263022,6.187739,6.263022,-0.265959
141,4.666667,-0.605336,0.363940,6.268332,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,747.264,667.901,,747.264,667.901,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.901145,6.503334,747.264,667.901,726.501,638.555,12.651392,0.000000,6.268332,6.269999,6.198779,6.269999,-0.235001
142,4.700000,-0.601051,0.451612,6.275283,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,749.004,698.536,,749.004,698.536,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.888394,6.458119,749.004,698.536,730.232,665.027,23.342454,0.000000,6.275283,6.276977,6.209833,6.276977,-0.182836
143,4.733333,-0.600332,0.454496,6.282872,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,749.511,699.356,,749.511,699.356,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,1,0,0,0,0,foot,left,left_foot,left_foot,0.875586,6.421298,749.511,699.356,728.546,665.677,21.154296,0.000000,6.282872,6.283954,6.220913,6.283954,-0.138425
144,4.766667,-0.594135,0.540249,6.290129,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,751.924,729.204,,751.924,729.204,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.849124,6.361738,751.924,729.204,742.124,768.890,0.761299,0.761299,7.051428,6.290932,6.231952,6.290932,0.689690
145,4.800000,-0.589793,0.633183,6.297486,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,753.686,761.492,,753.686,761.492,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,1,0,0,1,0,foot,left,left_foot,left_foot,0.821117,6.327109,753.686,761.492,747.834,803.404,-2.225793,0.000000,6.297486,6.297909,6.242668,6.297909,-0.029623
146,4.833333,-0.586316,0.687004,6.304887,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,755.143,780.037,,755.143,780.037,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,1,1,1,0,1,0,foot,left,left_foot,left_foot,0.798711,6.304887,755.143,780.037,752.873,811.147,-2.745536,0.000000,6.304887,6.304887,6.252060,6.304887,0.000000
147,4.866667,-0.589544,0.601488,6.300596,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,753.875,750.301,,753.875,750.301,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,1,0,0,1,0,foot,left,left_foot,left_foot,0.783458,6.298031,753.875,750.301,754.048,786.749,-2.488870,0.000000,6.300596,6.301158,6.260226,6.301158,0.002565
148,4.900000,-0.590185,0.494039,6.296302,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,753.510,712.851,,753.510,712.851,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,1,0,0,0,0,foot,left,left_foot,left_foot,0.780867,6.294330,753.510,712.851,751.060,753.754,4.167901,0.000000,6.296302,6.297430,6.268398,6.297430,0.001972
149,4.933333,-0.589923,0.491377,6.292012,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,753.461,712.037,,753.461,712.037,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.788013,6.298361,753.461,712.037,750.012,753.889,4.219884,0.000000,6.292012,6.293701,6.275428,6.293701,-0.006348
150,4.966667,-0.593498,0.394663,6.288424,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,752.091,678.255,,752.091,678.255,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.809541,6.312831,752.091,678.255,731.939,651.612,16.870442,0.000000,6.288424,6.289972,6.281917,6.289972,-0.024407
151,5.000000,-0.591359,0.318352,6.284903,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,752.724,651.585,,752.724,651.585,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.841431,6.334833,752.724,651.585,727.930,628.698,29.067992,0.000000,6.284903,6.286244,6.288366,6.286244,-0.049930
152,5.033333,-0.584043,0.256602,6.281422,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,755.175,629.991,,755.175,629.991,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,1,0,0,0,0,foot,left,left_foot,left_foot,0.873592,6.369503,755.175,629.991,725.235,609.002,29.218198,0.000000,6.281422,6.282515,6.294812,6.282515,-0.088081
153,5.066667,-0.576325,0.203092,6.277955,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,757.770,611.264,,757.770,611.264,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,1,0,0,0,0,foot,left,left_foot,left_foot,0.899721,6.414446,757.770,611.264,717.566,600.076,29.115954,0.000000,6.277955,6.278786,6.301224,6.278786,-0.136491
154,5.100000,-0.577499,0.200909,6.274303,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,757.240,610.539,,757.240,610.539,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.915321,6.439906,757.240,610.539,717.789,599.239,29.069241,0.000000,6.274303,6.275058,6.306973,6.275058,-0.165603
155,5.133333,-0.579083,0.167401,6.270721,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,756.568,598.808,,756.568,598.808,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.930050,6.476343,756.568,598.808,714.556,592.834,-0.465440,-0.465440,5.805281,6.271329,6.311520,6.271329,-0.671062
156,5.166667,-0.582206,0.145657,6.267086,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,755.352,591.199,,755.352,591.199,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,1,0,0,0,0,foot,left,left_foot,left_foot,0.941624,6.500520,755.352,591.199,713.239,587.549,-0.338027,-0.338027,5.929059,6.267601,6.305449,6.267601,-0.571461
157,5.200000,-0.584811,0.141565,6.263387,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,754.315,589.790,,754.315,589.790,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.947082,6.514389,754.315,589.790,714.518,587.181,-0.569346,-0.569346,5.694041,6.263872,6.297168,6.263872,-0.820348
158,5.233333,-0.586477,0.141855,6.259651,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,753.606,589.922,,753.606,589.922,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.948849,6.522952,753.606,589.922,713.427,590.331,-0.296326,-0.296326,5.963325,6.260143,6.288757,6.260143,-0.559627
159,5.266667,-0.591167,0.158672,6.255843,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,751.829,595.874,,751.829,595.874,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,1,0,0,0,0,foot,left,left_foot,left_foot,0.950766,6.529712,751.829,595.874,716.972,592.489,-0.179418,-0.179418,6.076425,6.256415,6.280335,6.256415,-0.453287
160,5.300000,-0.597316,0.191705,6.251989,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,749.534,607.548,,749.534,607.548,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,1,0,0,0,0,foot,left,left_foot,left_foot,0.951466,6.535198,749.534,607.548,724.197,592.749,-0.619611,-0.619611,5.632378,6.252686,6.271897,6.252686,-0.902820
161,5.333333,-0.594208,0.260941,6.248134,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,750.500,632.000,,750.500,632.000,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.950089,6.550727,750.500,632.000,736.896,600.534,-0.299551,-0.299551,5.948583,6.248957,6.263334,6.248957,-0.602144
162,5.366667,-0.592382,0.325027,6.244376,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,751.018,654.664,,751.018,654.664,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.950037,6.563760,751.018,654.664,740.745,617.971,-1.019574,0.000000,6.244376,6.245229,6.252541,6.245229,-0.319384
163,5.400000,-0.600165,0.395277,6.240655,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,748.146,679.530,,748.146,679.530,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.947726,6.577742,748.146,679.530,749.616,646.459,26.667603,0.000000,6.240655,6.241500,6.241613,6.241500,-0.337087
164,5.433333,-0.596925,0.402214,6.237440,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,749.181,682.052,,749.181,682.052,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,1,0,0,0,0,foot,left,left_foot,left_foot,0.947425,6.599618,749.181,682.052,754.093,646.850,26.893683,0.000000,6.237440,6.237772,6.230685,6.237772,-0.362178
165,5.466667,-0.598725,0.496144,6.233838,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,748.423,715.327,,748.423,715.327,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,1,0,0,0,0,foot,left,left_foot,left_foot,0.947316,6.568535,748.423,715.327,750.218,679.355,27.847059,0.000000,6.233838,6.234043,6.219433,6.234043,-0.334697
166,5.500000,-0.595262,0.365491,6.230314,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,749.528,669.230,,749.528,669.230,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,1,1,1,0,1,0,foot,right,right_foot,right_foot,0.870402,6.230314,749.528,669.230,728.214,801.038,-1.801245,0.000000,6.230314,6.230314,6.203188,6.230314,0.000000
167,5.533333,-0.583870,0.328976,6.201302,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,752.590,656.863,,752.590,656.863,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,1,0,0,0,0,foot,right,right_foot,right_foot,0.847104,6.186556,752.590,656.863,740.817,775.239,2.328455,0.000000,6.201302,6.202411,6.186698,6.202411,0.014745
168,5.566667,-0.559162,0.446698,6.172429,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,760.438,699.424,,760.438,699.424,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,1,0,0,0,0,foot,right,right_foot,right_foot,0.828089,6.146662,760.438,699.424,759.793,662.983,23.917826,0.000000,6.172429,6.174508,6.169876,6.174508,0.025768
169,5.600000,-0.558202,0.438382,6.144313,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,759.869,697.172,,759.869,697.172,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,1,0,0,0,0,foot,right,right_foot,right_foot,0.816648,6.116031,759.869,697.172,758.866,662.733,23.570671,0.000000,6.144313,6.146605,6.147704,6.146605,0.028282
170,5.633333,-0.530221,0.369145,6.116806,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,769.046,672.944,,769.046,672.944,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,right,right_foot,right_foot,0.807513,6.096477,769.046,672.944,762.177,635.837,27.768708,0.000000,6.116806,6.118702,6.119645,6.118702,0.020330
171,5.666667,-0.500468,0.308229,6.089360,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,778.949,651.506,,778.949,651.506,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,1,0,0,0,0,foot,right,right_foot,right_foot,0.793150,6.079085,778.949,651.506,768.319,611.818,30.255559,0.000000,6.089360,6.090799,6.091095,6.090799,0.010275
172,5.700000,-0.483169,0.259933,6.061847,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,784.414,634.461,,784.414,634.461,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,1,0,0,0,0,foot,right,right_foot,right_foot,0.769063,6.060641,784.414,634.461,769.308,596.808,-0.327976,-0.327976,5.733871,6.062896,6.059753,6.062896,-0.326769
173,5.733333,-0.478237,0.253351,6.034131,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,785.408,632.492,,785.408,632.492,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,right,right_foot,right_foot,0.736876,6.027090,785.408,632.492,769.432,596.581,-0.171909,-0.171909,5.862222,6.034993,6.029363,6.034993,-0.164869
174,5.766667,-0.455443,0.238016,6.006521,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,792.965,627.293,,792.965,627.293,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,right,right_foot,right_foot,0.670826,5.983274,792.965,627.293,777.324,591.098,-0.041975,-0.041975,5.964546,6.007090,6.005263,6.007090,-0.018728
175,5.800000,-0.442220,0.227694,5.978851,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,797.064,623.894,,797.064,623.894,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,1,0,0,0,0,foot,right,right_foot,right_foot,0.590868,5.952873,797.064,623.894,785.300,589.017,-0.140345,-0.140345,5.838506,5.979187,5.982799,5.979187,-0.114367
176,5.833333,-0.426235,0.239943,5.951124,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,802.222,628.819,,802.222,628.819,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,1,0,0,0,0,foot,right,right_foot,right_foot,0.507109,5.943647,802.222,628.819,792.065,589.053,-0.114250,-0.114250,5.836874,5.951284,5.966059,5.951284,-0.106773
177,5.866667,-0.424055,0.243600,5.923381,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,802.294,630.595,,802.294,630.595,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,1,1,1,0,1,0,foot,right,right_foot,right_foot,0.451400,5.940228,802.294,630.595,798.459,592.328,0.016847,0.016847,5.940228,5.923381,5.950507,5.923381,0.000000
178,5.900000,-0.418983,0.115493,5.923381,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,804.180,582.952,,804.180,582.952,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,1,0,0,0,0,foot,right,right_foot,right_foot,0.423107,5.942747,804.180,582.952,794.341,557.246,0.093502,0.093502,6.016883,5.923381,5.941752,5.923381,0.074136
179,5.933333,-0.423439,0.109228,5.923381,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,802.523,580.622,,802.523,580.622,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,1,0,0,0,0,foot,right,right_foot,right_foot,0.428705,5.945221,802.523,580.622,798.875,552.667,0.071606,0.071606,5.994987,5.923381,5.942090,5.923381,0.049766
180,5.966667,-0.426706,-0.015020,5.923381,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,801.308,534.414,,801.308,534.414,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,right,right_foot,right_foot,0.457787,5.940494,801.308,534.414,803.989,550.254,-0.182029,-0.182029,5.741352,5.923381,5.950568,5.923381,-0.199141
181,6.000000,-0.436372,-0.128354,5.923381,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,797.713,492.265,,797.713,492.265,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,1,0,0,0,0,foot,right,right_foot,right_foot,0.524277,5.947621,797.713,492.265,804.578,536.535,-0.092548,-0.092548,5.830833,5.923381,5.959507,5.923381,-0.116787
182,6.033333,-0.428757,-0.214437,5.923381,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,800.545,460.251,,800.545,460.251,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,1,0,0,0,0,foot,right,right_foot,right_foot,0.598362,5.963578,800.545,460.251,800.991,501.388,30.855041,0.000000,5.923381,5.923381,5.968643,5.923381,-0.040196
183,6.066667,-0.424942,-0.286862,5.923381,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,801.964,433.316,,801.964,433.316,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,1,0,0,0,0,foot,right,right_foot,right_foot,0.683658,6.007766,801.964,433.316,797.997,474.904,30.741381,0.000000,5.923381,5.923381,5.980754,5.923381,-0.084384
184,6.100000,-0.427254,-0.292638,5.923381,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,801.104,431.168,,801.104,431.168,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,right,right_foot,right_foot,0.740150,6.059860,801.104,431.168,800.577,474.760,30.685682,0.000000,5.923381,5.923381,5.997980,5.923381,-0.136479
185,6.133333,-0.425603,-0.355929,5.923381,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,801.718,407.630,,801.718,407.630,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,right,right_foot,right_foot,0.817394,6.155720,801.718,407.630,794.093,452.673,30.585159,0.000000,5.923381,5.923381,6.019557,5.923381,-0.232338
186,6.166667,-0.425090,-0.399879,5.923381,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,801.909,391.285,,801.909,391.285,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,1,0,0,0,0,foot,right,right_foot,right_foot,0.869994,6.243039,801.909,391.285,798.150,433.382,30.626762,0.000000,5.923381,5.923381,6.043740,5.923381,-0.319658
187,6.200000,-0.421860,-0.423538,5.923381,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,803.110,382.486,,803.110,382.486,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.951228,6.575515,803.110,382.486,793.824,422.656,30.491531,0.000000,5.923381,5.923381,6.069403,5.923381,-0.652133
188,6.233333,-0.422543,-0.423675,5.923381,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,802.856,382.435,,802.856,382.435,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,1,0,0,0,0,foot,left,left_foot,left_foot,0.949854,6.576990,802.856,382.435,795.662,423.137,30.438942,0.000000,5.923381,5.923381,6.096287,5.923381,-0.653609
189,6.266667,-0.422750,-0.437695,5.923381,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,802.779,377.221,,802.779,377.221,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.951699,6.552811,802.779,377.221,792.028,418.766,30.241360,0.000000,5.923381,5.923381,6.124191,5.923381,-0.629429
190,6.300000,-0.425084,-0.442939,5.923381,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,801.911,375.271,,801.911,375.271,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,1,0,0,0,0,foot,left,left_foot,left_foot,0.952854,6.529664,801.911,375.271,789.087,420.150,30.194412,0.000000,5.923381,5.923381,6.151917,5.923381,-0.606283
191,6.333333,-0.437074,-0.421097,5.923381,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,797.452,383.394,,797.452,383.394,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,1,0,0,0,0,foot,left,left_foot,left_foot,0.951901,6.523170,797.452,383.394,786.059,427.005,30.123059,0.000000,5.923381,5.923381,6.176943,5.923381,-0.599789
192,6.366667,-0.435496,-0.379231,5.923381,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,798.039,398.964,,798.039,398.964,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.950629,6.527342,798.039,398.964,787.918,438.753,30.299396,0.000000,5.923381,5.923381,6.199576,5.923381,-0.603960
193,6.400000,-0.434256,-0.328045,5.923381,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,798.500,418.000,,798.500,418.000,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,1,0,0,0,0,foot,left,left_foot,left_foot,0.949533,6.524616,798.500,418.000,788.280,456.619,30.218858,0.000000,5.923381,5.923381,6.222035,5.923381,-0.601235
194,6.433333,-0.432780,-0.325816,5.923381,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,799.049,418.829,,799.049,418.829,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.948558,6.514190,799.049,418.829,787.541,456.493,30.183841,0.000000,5.923381,5.923381,6.243502,5.923381,-0.590808
195,6.466667,-0.433770,-0.324592,5.923381,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,798.681,419.284,,798.681,419.284,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,1,0,0,0,0,foot,left,left_foot,left_foot,0.947813,6.506526,798.681,419.284,785.843,456.267,30.183417,0.000000,5.923381,5.923381,6.264078,5.923381,-0.583144
196,6.500000,-0.430930,-0.254875,5.923381,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,799.737,445.212,,799.737,445.212,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,1,0,0,0,0,foot,left,left_foot,left_foot,0.947822,6.496137,799.737,445.212,782.972,480.609,30.049298,0.000000,5.923381,5.923381,6.284037,5.923381,-0.572755
197,6.533333,-0.432990,-0.179333,5.923381,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,798.971,473.306,,798.971,473.306,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.947044,6.498937,798.971,473.306,777.171,506.829,29.865474,0.000000,5.923381,5.923381,6.300482,5.923381,-0.575556
198,6.566667,-0.435270,-0.087236,5.923381,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,798.123,507.557,,798.123,507.557,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.947532,6.501488,798.123,507.557,769.656,536.220,29.722783,0.000000,5.923381,5.923381,6.309781,5.923381,-0.578107
199,6.600000,-0.431680,-0.076779,5.923381,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,799.458,511.446,,799.458,511.446,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,1,0,0,0,0,foot,left,left_foot,left_foot,0.944004,6.508668,799.458,511.446,770.292,536.849,29.654746,0.000000,5.923381,5.923381,6.309065,5.923381,-0.585287
200,6.633333,-0.428895,0.028529,5.923381,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,800.494,550.610,,800.494,550.610,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,1,0,0,0,0,foot,left,left_foot,left_foot,0.939983,6.512749,800.494,550.610,761.668,566.186,29.627955,0.000000,5.923381,5.923381,6.297422,5.923381,-0.589367
201,6.666667,-0.422266,0.156300,5.923381,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,802.959,598.128,,802.959,598.128,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,1,0,0,0,0,foot,left,left_foot,left_foot,0.934510,6.503902,802.959,598.128,759.001,592.034,29.615899,0.000000,5.923381,5.923381,6.285172,5.923381,-0.580521
202,6.700000,-0.426550,0.306281,5.923381,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,801.366,653.906,,801.366,653.906,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,1,0,0,0,0,foot,left,left_foot,left_foot,0.932002,6.489279,801.366,653.906,769.645,627.591,29.610474,0.000000,5.923381,5.923381,6.272879,5.923381,-0.565897
203,6.733333,-0.427244,0.312533,5.923381,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,801.108,656.231,,801.108,656.231,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,1,0,0,0,0,foot,left,left_foot,left_foot,0.928633,6.483523,801.108,656.231,768.685,628.920,29.608032,0.000000,5.923381,5.923381,6.260620,5.923381,-0.560141
204,6.766667,-0.423917,0.473665,5.923381,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,802.345,716.156,,802.345,716.156,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,1,0,0,0,0,foot,left,left_foot,left_foot,0.926693,6.479043,802.345,716.156,773.315,677.589,25.133022,0.000000,5.923381,5.923381,6.248304,5.923381,-0.555661
205,6.800000,-0.432982,0.664347,5.923381,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,798.974,787.071,,798.974,787.071,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,1,0,0,0,0,foot,left,left_foot,left_foot,0.926340,6.458617,798.974,787.071,766.497,802.007,0.059081,0.059081,5.982462,5.923381,6.235519,5.923381,-0.476154
206,6.833333,-0.431713,0.838496,5.923381,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,799.446,851.837,,799.446,851.837,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,1,0,1,0,1,floor,,floor,left_foot,0.926126,6.447499,799.446,851.837,759.967,845.686,-0.790454,-0.790454,5.132927,5.923381,6.214267,5.923381,-1.314571
