frame,time,ref_u,ref_v,ref_u_smooth,ref_v_smooth,ref_source,contact_u,contact_v,contact_source,support_u,support_v,support_v_raw,support_dv,support_dv_smooth,support_source,object_ref_depth_m,contact_proxy_depth_m,contact_depth_offset_m,ref_conf,support_conf,contact_conf,depth_conf,observation_conf,proxy_conf,proxy_jitter_px,support_jitter_px,proxy_sigma_px,support_sigma_px,active_label,active_label_conf,active_part_u,active_part_v,active_part_z,contact_proxy_name,object_depth_raw,object_depth_smooth,object_depth_confidence,support_gap_px,object_motion_score,audio_score
67,2.200000,742.876,289.768,742.614,291.036,ref,731.546,332.783,human_nearest_mesh_topk,740.000,333.919,334.000,44.151,42.883,bottom_percentile_95,6.270628,6.176108,-0.094519,1.000000,0.173872,0.004645,0.331452,0.331452,0.888821,0.499000,1.162000,5.000000,8.000000,left_hand,0.004645,678.230,541.779,6.709495,boundary_029,6.150749,6.270628,0.331452,0.081010,0.324859,0.250932
68,2.233333,743.253,290.267,743.377,288.958,ref,732.341,333.263,human_nearest_mesh_topk,739.500,331.948,334.000,41.681,42.990,bottom_percentile_95,6.210883,6.188957,-0.021926,1.000000,0.000000,0.003952,0.362852,0.362852,1.000000,0.000000,2.247000,5.000000,8.000000,left_hand,0.003952,678.770,549.094,6.722881,boundary_029,6.162001,6.210883,0.362852,2.052210,0.000000,0.188199
69,2.266667,743.808,287.364,743.803,289.314,ref,735.645,327.620,human_nearest_mesh_topk,743.000,331.302,328.850,43.938,41.988,bottom_percentile_95,6.359144,36.536137,30.176993,1.000000,0.038423,0.002579,0.786661,0.786661,0.316742,2.903000,0.000000,5.000000,8.000000,left_hand,0.002579,676.354,559.344,6.743775,boundary_027,6.480448,6.359144,0.786661,2.452019,0.000000,0.125466
70,2.300000,744.791,289.624,744.231,289.686,ref,735.290,328.268,human_nearest_mesh_topk,741.000,330.616,329.000,40.992,40.930,bottom_percentile_95,6.372851,36.536137,30.163286,1.000000,0.095345,0.002049,0.999111,0.999111,0.823491,0.773530,1.295000,5.000000,8.000000,left_hand,0.002049,672.525,569.078,6.772603,boundary_030,6.384066,6.372851,0.999111,1.615829,0.000000,0.000000
71,2.333333,744.361,293.179,745.025,293.367,ref,733.440,332.387,human_nearest_mesh_topk,740.500,333.274,333.850,40.095,39.907,bottom_percentile_95,6.423581,6.505539,0.081958,1.000000,0.237423,0.001796,0.829527,0.829527,0.905240,0.430000,0.798000,5.000000,8.000000,left_hand,0.001796,666.763,577.514,6.805145,boundary_030,6.465088,6.423581,0.829527,0.576324,0.093957,0.000000
72,2.366667,746.498,302.977,746.482,304.918,ref,736.345,340.886,human_nearest_mesh_topk,747.000,344.232,342.850,41.255,39.314,bottom_percentile_95,6.399067,6.414415,0.015348,1.000000,0.143933,0.001699,0.985000,0.985000,1.000000,0.000000,0.497000,5.000000,8.000000,left_hand,0.001699,659.395,584.845,6.835239,boundary_025,6.379010,6.399067,0.985000,1.382105,0.000000,0.000000
73,2.400000,748.150,319.512,747.886,314.926,ref,732.514,355.151,human_nearest_mesh_topk,747.000,353.644,357.850,34.132,38.718,bottom_percentile_95,6.399643,36.536137,30.136493,1.000000,0.000000,0.002073,1.000000,1.000000,1.000000,0.000000,0.000000,5.000000,8.000000,left_hand,0.002073,651.013,589.849,6.873531,boundary_025,6.400115,6.399643,1.000000,4.206229,0.000000,0.000000
74,2.433333,748.607,320.629,748.884,324.173,ref,733.565,354.623,human_nearest_mesh_topk,746.000,362.504,357.000,41.875,38.331,bottom_percentile_95,6.396646,36.536137,30.139490,1.000000,0.000000,0.001783,0.913774,0.913774,1.000000,0.000000,1.809000,5.000000,8.000000,left_hand,0.001783,644.551,592.598,6.904293,boundary_027,6.394194,6.396646,0.913774,5.504067,0.134569,0.000000
75,2.466667,749.805,337.679,749.697,336.737,ref,732.066,372.001,human_nearest_mesh_topk,750.500,374.810,375.850,37.131,38.073,bottom_percentile_95,6.379088,6.434647,0.055558,1.000000,0.020086,0.002372,0.747279,0.747279,1.000000,0.000000,0.000000,5.000000,8.000000,left_hand,0.002372,636.540,595.204,6.922985,boundary_025,6.364723,6.379088,0.747279,1.039914,0.445306,0.000000
76,2.500000,750.508,360.670,750.200,361.310,ref,729.338,393.979,human_nearest_mesh_topk,747.000,399.386,398.850,38.716,38.075,bottom_percentile_95,6.457300,36.536137,30.078836,1.000000,0.000000,0.003721,0.870522,0.870522,0.993765,0.058000,0.341000,5.000000,8.000000,left_hand,0.003721,628.276,595.777,6.945575,boundary_026,6.521292,6.457300,0.870522,0.535600,0.082246,0.000000
77,2.533333,750.450,390.604,751.152,392.565,ref,727.790,420.451,human_nearest_mesh_topk,749.000,430.288,427.850,39.684,37.723,bottom_percentile_95,6.510787,36.536137,30.025350,1.000000,0.000000,0.005807,0.934566,0.934566,0.993765,0.058000,0.000000,5.000000,8.000000,left_hand,0.005807,618.373,596.714,6.950599,boundary_025,6.554548,6.510787,0.934566,2.437667,0.101600,0.000000
78,2.566667,752.857,421.011,752.314,413.080,ref,726.479,450.927,human_nearest_mesh_topk,748.000,450.204,458.850,29.193,37.124,bottom_percentile_95,6.737226,36.536137,29.798911,1.000000,0.000000,0.009869,0.000522,0.100000,0.448577,2.349000,0.000000,5.000000,8.000000,left_hand,0.009869,608.638,594.632,6.969302,boundary_022,6.922494,6.737226,0.000522,8.646343,0.154237,0.000000
79,2.600000,753.021,422.541,753.088,430.741,ref,723.385,448.425,human_nearest_mesh_topk,748.000,467.636,458.850,45.095,36.895,bottom_percentile_95,6.849540,36.536137,29.686597,1.000000,0.000000,0.008891,0.000000,0.100000,0.409550,2.513000,1.530000,5.000000,8.000000,left_hand,0.008891,600.572,593.547,6.974119,boundary_022,6.941433,6.849540,0.000000,8.786124,0.624719,0.000000
80,2.633333,752.208,458.373,751.785,455.097,ref,721.289,481.940,human_nearest_mesh_topk,748.000,492.180,495.000,33.807,37.083,bottom_percentile_95,6.621488,36.536137,29.914649,1.000000,0.000000,0.014338,0.455540,0.455540,0.589217,1.758000,1.043000,5.000000,8.000000,left_hand,0.014338,589.000,590.699,6.989157,boundary_020,6.434900,6.621488,0.455540,2.819562,0.714127,0.000000
81,2.666667,749.915,496.014,750.445,500.838,ref,714.633,512.460,human_nearest_mesh_topk,752.000,538.311,534.000,42.297,37.473,bottom_percentile_95,6.594941,6.636797,0.041857,1.000000,0.000000,0.023254,0.841560,0.841560,0.934749,0.306000,0.316000,5.000000,8.000000,left_hand,0.023254,583.219,588.377,6.996805,boundary_020,6.573220,6.594941,0.841560,4.311048,0.233849,0.000000
82,2.700000,749.826,541.187,749.708,529.136,ref,712.943,554.425,human_nearest_mesh_topk,748.000,567.650,581.000,26.463,38.514,bottom_percentile_95,6.620793,36.536137,29.915344,1.000000,0.000000,0.031695,1.000000,1.000000,0.913569,0.395000,2.286000,5.000000,8.000000,left_hand,0.031695,576.891,585.809,7.001331,boundary_016,6.641945,6.620793,1.000000,13.350029,0.366946,0.000000
83,2.733333,749.961,543.330,750.016,554.625,ref,711.115,550.618,human_nearest_mesh_topk,749.000,592.145,581.000,48.815,37.520,bottom_percentile_95,6.631248,6.650482,0.019233,1.000000,0.000000,0.029443,0.238447,0.238447,1.000000,0.000000,0.143000,5.000000,8.000000,left_hand,0.029443,572.769,584.435,6.995771,boundary_016,6.639802,6.631248,0.238447,11.144762,0.983679,0.000000
84,2.766667,750.221,592.473,750.204,589.023,ref,709.118,591.958,human_nearest_mesh_topk,748.000,624.139,630.000,31.666,35.116,bottom_percentile_95,6.953670,7.309590,0.355920,1.000000,0.000000,0.030717,0.257020,0.257020,0.934749,0.306000,0.000000,5.000000,8.000000,left_hand,0.030717,568.860,582.975,6.989318,boundary_012,7.217469,6.953670,0.257020,5.860676,1.000000,0.000000
85,2.800000,750.415,646.871,750.129,652.050,ref,750.334,676.757,human_nearest_mesh_topk,754.000,684.513,677.000,37.642,32.463,bottom_percentile_95,7.098759,9.179505,2.080746,1.000000,0.000000,0.073429,0.000000,0.100000,0.867403,0.589000,0.430000,5.000000,8.000000,left_foot,0.073429,751.512,781.456,6.362325,boundary_029,9.121106,7.098759,0.000000,7.513333,0.022477,0.000000
86,2.833333,749.690,705.028,749.759,695.129,ref,758.230,735.236,human_nearest_mesh_topk,754.500,725.338,735.000,20.310,30.209,bottom_percentile_95,7.233343,7.797359,0.564015,1.000000,0.000000,0.460253,1.000000,1.000000,0.000000,6.498000,0.587000,5.000000,8.000000,left_foot,0.460253,765.191,765.986,6.322186,boundary_035,7.343458,7.233343,1.000000,9.661848,1.000000,0.381405
87,2.866667,749.134,732.573,749.449,708.997,ref,766.521,755.509,human_nearest_mesh_topk,758.000,738.559,757.000,5.986,29.562,bottom_percentile_95,7.585411,5.724866,-1.860545,1.000000,0.000000,0.855085,0.000000,0.100000,0.000000,34.047204,6.132000,5.000000,8.000000,left_foot,0.855085,769.162,762.153,6.316627,boundary_036,5.777286,7.585411,0.000000,18.441257,1.000000,0.572107
88,2.900000,749.427,700.441,749.599,702.986,ref,759.121,730.043,human_nearest_mesh_topk,754.000,733.893,731.000,33.452,30.907,bottom_percentile_95,7.743842,15.286538,7.542696,1.000000,0.000000,0.354061,0.000000,0.100000,0.552807,1.911000,0.430000,5.000000,8.000000,left_foot,0.353214,765.481,772.385,6.324953,interior_063,11.394594,7.743842,0.000000,2.893010,0.051913,0.762810
89,2.933333,749.669,698.530,749.122,695.179,ref,753.618,730.904,human_nearest_mesh_topk,753.500,727.023,731.000,28.493,31.844,bottom_percentile_95,7.815136,14.249036,6.433900,1.000000,0.000000,0.279122,0.000000,0.100000,0.880254,0.535000,1.911000,5.000000,8.000000,left_foot,0.278722,758.426,782.987,6.346881,interior_063,11.319123,7.815136,0.000000,3.976581,0.000000,0.572107
90,2.966667,747.153,676.864,746.907,677.482,ref,764.257,710.381,human_nearest_mesh_topk,768.000,709.639,710.850,32.775,32.157,bottom_percentile_95,7.847218,27.657064,19.809847,1.000000,0.000000,0.103649,0.000000,0.100000,1.000000,0.000000,1.516000,5.000000,8.000000,left_foot,0.103649,745.210,800.140,6.378629,boundary_029,13.228085,7.847218,0.000000,1.210514,0.064878,0.381405
91,3.000000,743.886,652.106,744.647,652.810,ref,715.889,633.580,human_nearest_mesh_topk,749.000,686.288,678.000,34.182,33.478,bottom_percentile_95,8.027543,8.383530,0.355986,1.000000,0.000000,0.062365,0.185635,0.185635,1.000000,0.000000,7.401000,5.000000,8.000000,left_hand,0.062365,622.366,572.214,7.008995,boundary_010,8.175082,8.027543,0.185635,8.288010,0.016357,0.000000
92,3.033333,743.780,633.705,743.124,633.604,ref,711.934,616.368,human_nearest_mesh_topk,754.000,668.734,667.000,35.029,35.130,bottom_percentile_95,7.941593,8.523276,0.581684,1.000000,0.040125,0.130652,0.000000,0.100000,1.000000,0.000000,0.691000,5.000000,8.000000,left_hand,0.130652,641.870,571.947,6.984620,boundary_010,8.396344,7.941593,0.000000,1.733562,0.365643,0.000000
93,3.066667,742.111,622.901,742.453,624.029,ref,711.874,602.855,human_nearest_mesh_topk,749.000,661.340,662.000,38.439,37.310,bottom_percentile_95,7.904123,36.536137,28.632013,1.000000,0.073167,0.230827,1.000000,1.000000,0.994479,0.055000,1.273000,5.000000,8.000000,left_hand,0.230827,661.596,570.884,6.968151,boundary_011,7.873467,7.904123,1.000000,0.660429,0.212353,0.000000
94,3.100000,741.809,622.113,741.804,620.999,ref,712.540,601.993,human_nearest_mesh_topk,750.000,660.016,661.850,37.903,39.017,bottom_percentile_95,7.886054,36.536137,28.650083,1.000000,0.067066,0.297024,1.000000,1.000000,0.806748,0.843889,0.638000,5.000000,8.000000,left_hand,0.297024,674.596,570.286,6.961288,boundary_009,7.871269,7.886054,1.000000,1.833914,0.000000,0.000000
95,3.133333,741.106,619.174,741.624,620.412,ref,716.769,592.039,human_nearest_mesh_topk,751.000,660.360,657.000,41.186,39.948,bottom_percentile_95,7.877922,36.536137,28.658214,1.000000,0.000000,0.481075,0.000000,0.100000,0.105015,3.792722,1.273000,5.000000,8.000000,left_hand,0.481075,696.614,570.017,6.948679,boundary_007,6.799328,7.877922,0.000000,3.359752,0.000000,0.000000
96,3.166667,742.166,620.595,741.222,621.946,ref,728.694,587.899,human_nearest_mesh_topk,752.000,660.994,661.000,40.399,39.048,bottom_percentile_95,7.874263,5.860289,-2.013974,1.000000,0.378034,0.624268,0.000000,0.100000,0.452272,2.333471,1.055000,5.000000,8.000000,left_hand,0.624268,721.205,570.898,6.911513,boundary_003,5.904354,7.874263,0.000000,0.006086,0.000000,0.000000
97,3.200000,740.500,626.500,740.763,624.879,ref,746.097,587.065,human_nearest_mesh_topk,741.500,664.374,665.850,37.874,39.494,bottom_percentile_95,7.778164,6.333067,-1.445097,1.000000,0.214603,0.673913,0.000000,0.100000,0.696065,1.309000,0.387000,5.000000,8.000000,left_hand,0.673913,745.658,570.271,6.848617,boundary_062,6.380518,7.778164,0.000000,1.476210,0.000000,0.000000
98,3.233333,740.854,626.938,741.104,626.555,ref,754.097,589.436,human_nearest_mesh_topk,743.000,667.243,665.850,40.305,40.688,bottom_percentile_95,7.292839,6.363410,-0.929429,1.000000,0.061789,0.609106,0.000000,0.100000,0.743421,1.110000,1.493000,5.000000,8.000000,left_hand,0.609106,759.898,569.556,6.798721,boundary_059,6.387031,7.292839,0.000000,1.392676,0.000000,0.000000
99,3.266667,741.964,629.445,741.608,630.793,ref,759.274,602.633,human_nearest_mesh_topk,745.000,673.269,673.000,43.824,42.475,bottom_percentile_95,7.074443,6.906649,-0.167794,1.000000,0.174103,0.387270,0.884409,0.884409,0.968540,0.164000,0.000000,5.000000,8.000000,left_hand,0.387270,778.502,566.538,6.735253,boundary_055,6.895755,7.074443,0.884409,0.268714,0.590888,0.000000
100,3.300000,742.128,646.028,742.520,646.426,ref,760.225,622.653,human_nearest_mesh_topk,737.000,691.276,691.000,45.248,44.850,bottom_percentile_95,6.947989,13.049830,6.101841,1.000000,0.015507,0.181560,0.000000,0.100000,1.000000,0.000000,0.000000,5.000000,8.000000,left_hand,0.181560,793.642,562.357,6.674585,boundary_052,7.699538,6.947989,0.000000,0.276162,0.495404,0.000000
101,3.333333,743.449,672.964,743.205,672.624,ref,758.654,645.824,human_nearest_mesh_topk,734.500,719.220,721.000,46.256,46.596,bottom_percentile_95,6.891085,35.814236,28.923151,1.000000,0.000000,0.084784,0.000000,0.100000,0.729381,1.169000,2.073000,5.000000,8.000000,left_hand,0.084784,803.464,556.526,6.620133,boundary_055,8.323752,6.891085,0.000000,1.780219,0.000000,0.000000
102,3.366667,743.445,701.887,743.318,703.576,ref,725.148,744.602,human_nearest_mesh_topk,748.000,750.889,747.850,49.002,47.313,bottom_percentile_95,6.893397,13.142929,6.249532,1.000000,0.000000,0.139385,0.000000,0.100000,0.730333,1.165000,0.000000,5.000000,8.000000,right_foot,0.139385,694.789,818.913,6.071612,boundary_022,7.973745,6.893397,0.000000,3.038810,0.290704,0.000000
103,3.400000,742.455,728.398,742.780,726.266,ref,726.213,776.958,human_nearest_mesh_topk,733.000,773.390,777.000,44.992,47.125,bottom_percentile_95,6.894694,5.018687,-1.876007,1.000000,0.000000,0.573501,0.000000,0.100000,0.000000,26.511578,2.639000,5.000000,8.000000,right_foot,0.505845,716.254,802.649,6.017938,interior_063,5.237088,6.894694,0.000000,3.609590,1.000000,0.294583
104,3.433333,742.280,729.242,742.143,726.300,ref,723.966,774.971,human_nearest_mesh_topk,731.500,772.194,776.000,42.952,45.894,bottom_percentile_95,6.895278,5.013987,-1.881291,1.000000,0.000000,0.520977,0.000000,0.100000,0.000000,27.355000,0.795000,5.000000,8.000000,right_foot,0.520977,718.514,801.985,6.011832,boundary_026,5.235637,6.895278,0.000000,3.805771,1.000000,0.441874
105,3.466667,740.928,702.666,740.730,704.697,ref,726.049,742.550,human_nearest_mesh_topk,743.000,749.388,744.000,46.722,44.691,bottom_percentile_95,6.867365,12.995543,6.128179,1.000000,0.000000,0.172484,0.884409,0.884409,0.822189,0.779000,2.206000,5.000000,8.000000,right_foot,0.172484,711.702,812.383,6.050996,boundary_028,6.844527,6.867365,0.884409,5.388381,0.222533,0.589165
106,3.500000,738.009,676.460,738.234,675.893,ref,751.528,642.123,human_nearest_mesh_topk,747.500,718.625,720.000,42.165,42.732,bottom_percentile_95,6.882723,33.681885,26.799161,1.000000,0.000000,0.057231,1.000000,1.000000,1.000000,0.000000,1.033000,5.000000,8.000000,left_hand,0.057231,788.769,533.308,6.516764,boundary_057,6.895289,6.882723,1.000000,1.375067,0.000000,0.441874
107,3.533333,735.443,651.343,735.103,651.676,ref,751.523,621.795,human_nearest_mesh_topk,729.500,692.019,693.850,40.676,40.343,bottom_percentile_95,6.861715,36.536137,29.674421,1.000000,0.001174,0.094351,0.000000,0.100000,0.396937,2.566000,1.173000,5.000000,8.000000,left_hand,0.094351,779.810,530.400,6.556977,boundary_059,7.732136,6.861715,0.000000,1.830781,0.406979,0.294583
108,3.566667,732.526,635.496,733.019,638.058,ref,745.492,599.851,human_nearest_mesh_topk,723.500,676.630,669.000,41.134,38.572,bottom_percentile_95,6.736179,36.536137,29.799957,1.000000,0.000000,0.161621,0.000000,0.100000,0.313410,2.917000,5.595000,5.000000,8.000000,left_hand,0.161621,769.804,530.567,6.605641,boundary_057,7.361942,6.736179,0.000000,7.630076,0.280707,0.000000
109,3.600000,731.823,633.213,732.387,629.061,ref,743.690,599.219,human_nearest_mesh_topk,720.000,666.132,670.000,32.919,37.071,bottom_percentile_95,6.041966,36.536137,30.494171,1.000000,0.000000,0.172534,0.000000,0.100000,0.737710,1.134000,0.241000,5.000000,8.000000,left_hand,0.172534,763.639,531.128,6.627396,boundary_059,7.346820,6.041966,0.000000,3.868400,0.000000,0.000000
110,3.633333,741.261,618.901,733.096,621.868,ref,740.535,583.229,human_nearest_mesh_topk,720.000,658.191,658.000,39.290,36.323,bottom_percentile_95,6.367292,36.536137,30.168844,1.000000,0.013558,0.284148,0.158443,0.158443,0.000000,8.735000,2.071000,5.000000,8.000000,left_hand,0.284148,754.571,534.139,6.628255,boundary_059,6.633468,6.367292,0.158443,0.190829,0.118693,0.000000
111,3.666667,732.957,615.410,732.303,613.940,ref,738.664,573.212,human_nearest_mesh_topk,722.000,650.890,651.000,35.480,36.950,bottom_percentile_95,6.478494,5.518067,-0.960427,1.000000,0.102059,0.420451,0.000000,0.100000,0.737710,1.134000,1.411000,5.000000,8.000000,left_hand,0.420451,746.030,538.540,6.638637,boundary_061,5.451832,6.478494,0.000000,0.110019,0.000000,0.000000
112,3.700000,730.039,610.972,730.758,611.640,ref,732.943,571.750,human_nearest_mesh_topk,723.000,648.655,648.000,37.683,37.015,bottom_percentile_95,6.392482,5.390534,-1.001949,1.000000,0.477339,0.498036,0.000000,0.100000,0.000000,4.438000,0.027000,5.000000,8.000000,left_hand,0.498036,739.471,543.477,6.653550,boundary_058,5.236720,6.392482,0.000000,0.655467,0.000000,0.000000
113,3.733333,729.350,610.753,728.893,610.500,ref,732.551,571.617,human_nearest_mesh_topk,725.000,647.494,647.850,36.741,36.994,bottom_percentile_95,6.320181,5.394226,-0.925954,1.000000,0.624486,0.549023,0.000000,0.100000,0.000000,4.657000,0.069000,5.000000,8.000000,left_hand,0.549023,736.772,547.176,6.664587,boundary_058,5.218075,6.320181,0.000000,0.355733,0.000000,0.000000
114,3.766667,727.646,612.999,728.059,613.915,ref,728.681,571.473,human_nearest_mesh_topk,725.000,650.694,650.000,37.695,36.779,bottom_percentile_95,6.287645,5.474971,-0.812673,1.000000,0.431747,0.616482,0.000000,0.100000,0.433823,2.411000,0.027000,5.000000,8.000000,left_hand,0.616482,733.961,552.061,6.697538,boundary_061,5.220817,6.287645,0.000000,0.693800,0.000000,0.000000
115,3.800000,727.010,620.145,726.519,619.393,ref,727.491,578.103,human_nearest_mesh_topk,720.000,656.751,654.850,36.606,37.358,bottom_percentile_95,6.245096,5.556987,-0.688110,1.000000,0.000000,0.577643,0.000000,0.100000,1.000000,0.000000,2.392000,5.000000,8.000000,left_hand,0.577643,733.708,555.559,6.725613,boundary_061,5.473973,6.245096,0.000000,1.900638,0.000000,0.000000
116,3.833333,724.708,624.816,725.061,624.007,ref,726.595,591.373,human_nearest_mesh_topk,725.000,662.204,665.000,37.388,38.197,bottom_percentile_95,6.287453,6.297807,0.010354,1.000000,0.000000,0.436132,0.715297,0.715297,1.000000,0.000000,2.679000,5.000000,8.000000,left_hand,0.436132,735.685,557.327,6.736898,boundary_000,6.322109,6.287453,0.715297,2.795933,0.000000,0.000000
117,3.866667,723.738,628.195,723.649,630.520,ref,725.380,591.326,human_nearest_mesh_topk,723.500,669.747,665.700,41.552,39.227,bottom_percentile_95,6.442567,6.505755,0.063189,1.000000,0.000000,0.443183,0.024948,0.100000,1.000000,0.000000,0.000000,5.000000,8.000000,left_hand,0.443183,736.937,559.003,6.748843,boundary_061,6.569478,6.442567,0.024948,4.047286,0.000000,0.000000
118,3.900000,722.984,640.907,723.239,637.567,ref,725.818,608.247,human_nearest_mesh_topk,717.000,677.166,685.850,36.259,39.599,bottom_percentile_95,6.314811,36.536137,30.221325,1.000000,0.000000,0.288548,0.885771,0.885771,1.000000,0.000000,7.177000,5.000000,8.000000,left_hand,0.288548,742.406,560.610,6.772004,boundary_059,6.210284,6.314811,0.885771,8.684105,0.000000,0.000000
119,3.933333,722.371,646.447,721.805,649.157,ref,728.151,609.472,human_nearest_mesh_topk,714.000,688.314,686.000,41.867,39.158,bottom_percentile_95,6.285229,36.536137,30.250908,1.000000,0.003807,0.295676,1.000000,1.000000,1.000000,0.000000,0.895000,5.000000,8.000000,left_hand,0.295676,746.687,563.206,6.761858,boundary_059,6.261024,6.285229,1.000000,2.314257,0.324575,0.000000
120,3.966667,718.847,667.274,719.161,666.745,ref,726.669,634.159,human_nearest_mesh_topk,719.000,704.494,702.000,37.220,37.749,bottom_percentile_95,6.271916,34.837719,28.565803,1.000000,0.000000,0.159428,0.000000,0.100000,1.000000,0.000000,3.932000,5.000000,8.000000,left_hand,0.159428,757.646,566.208,6.733307,boundary_058,7.844795,6.271916,0.000000,2.493752,0.343617,0.000000
121,4.000000,715.966,694.234,716.386,693.834,ref,724.614,662.886,human_nearest_mesh_topk,710.000,732.194,732.000,37.960,38.360,bottom_percentile_95,6.293329,35.160011,28.866682,1.000000,0.000000,0.078654,0.000000,0.100000,1.000000,0.000000,1.787000,5.000000,8.000000,left_hand,0.078654,767.713,569.648,6.704580,boundary_059,5.788083,6.293329,0.000000,0.194010,0.053221,0.000000
122,4.033333,713.618,724.342,712.236,727.893,ref,690.976,763.523,human_nearest_mesh_topk,700.000,768.140,763.000,43.798,40.246,bottom_percentile_95,6.309158,10.227238,3.918080,1.000000,0.000000,0.090535,0.000000,0.100000,1.000000,0.000000,0.895000,5.000000,8.000000,left_foot,0.090535,679.251,860.844,6.536430,boundary_026,7.077806,6.309158,0.000000,5.139552,0.129638,0.242850
123,4.066667,706.600,760.939,708.281,753.052,ref,693.801,803.521,human_nearest_mesh_topk,708.000,796.247,805.850,35.308,43.195,bottom_percentile_95,6.332267,6.536897,0.204630,1.000000,0.000000,0.231979,1.000000,1.000000,0.000000,37.263826,0.000000,5.000000,8.000000,left_foot,0.231979,680.372,861.316,6.517725,boundary_029,6.351174,6.332267,1.000000,9.602876,1.000000,0.364275
124,4.100000,706.793,759.274,705.317,765.340,ref,682.885,800.412,human_nearest_mesh_topk,708.500,811.706,805.850,52.432,46.366,bottom_percentile_95,6.320487,6.307769,-0.012718,1.000000,0.000000,0.246975,0.914836,0.914836,0.000000,35.592489,1.665000,5.000000,8.000000,right_foot,0.246975,660.716,852.516,6.205692,boundary_023,6.310848,6.320487,0.914836,5.855962,1.000000,0.485700
125,4.133333,705.451,757.179,709.120,748.784,ref,686.691,801.201,human_nearest_mesh_topk,696.000,795.012,803.000,37.833,46.229,bottom_percentile_95,6.337365,4.677752,-1.659613,1.000000,0.000000,0.298996,0.000000,0.100000,0.000000,33.837383,0.910000,5.000000,8.000000,right_foot,0.298996,668.907,848.533,6.196051,boundary_025,4.821136,6.337365,0.000000,7.987657,1.000000,0.364275
126,4.166667,716.100,715.052,713.790,720.058,ref,691.702,763.555,human_nearest_mesh_topk,711.000,763.289,766.000,48.237,43.231,bottom_percentile_95,6.344960,7.060508,0.715549,1.000000,0.000000,0.117698,0.000000,0.100000,0.745801,1.100000,6.037000,5.000000,8.000000,right_foot,0.117698,669.419,847.273,6.209091,boundary_028,5.841561,6.344960,0.000000,2.710800,0.168577,0.242850
127,4.200000,716.550,692.902,716.727,696.925,ref,718.780,660.999,human_nearest_mesh_topk,712.500,736.807,729.850,43.905,39.882,bottom_percentile_95,6.326198,34.790634,28.464436,1.000000,0.000000,0.053266,0.000000,0.100000,0.638714,1.550000,0.000000,5.000000,8.000000,left_hand,0.053266,770.253,554.487,6.591393,boundary_061,27.698479,6.326198,0.000000,6.956924,0.610533,0.000000
128,4.233333,715.326,692.329,715.441,685.138,ref,721.498,662.425,human_nearest_mesh_topk,710.000,721.198,729.000,28.869,36.060,bottom_percentile_95,6.317756,33.873844,27.556088,1.000000,0.000000,0.051145,0.000000,0.100000,1.000000,0.000000,0.277000,5.000000,8.000000,left_hand,0.051145,765.409,550.827,6.592278,boundary_060,27.671946,6.317756,0.000000,7.801810,0.000000,0.000000
129,4.266667,715.000,668.000,714.696,675.231,ref,723.986,632.994,human_nearest_mesh_topk,721.000,709.791,703.850,41.791,34.560,bottom_percentile_95,6.371099,35.307014,28.935915,1.000000,0.000000,0.103804,0.072142,0.100000,0.745801,1.100000,1.098000,5.000000,8.000000,left_hand,0.103804,756.247,546.588,6.611176,boundary_058,6.414744,6.371099,0.072142,5.940686,0.217427,0.000000
130,4.300000,714.837,658.477,715.662,650.032,ref,727.960,609.006,human_nearest_mesh_topk,718.500,689.013,679.850,30.536,38.982,bottom_percentile_95,6.079853,36.536137,30.456283,1.000000,0.000000,0.191906,0.000000,0.100000,0.599925,1.713000,15.575000,5.000000,8.000000,left_hand,0.191906,747.749,545.400,6.622172,boundary_058,7.414722,6.079853,0.000000,9.163286,0.239256,0.000000
131,4.333333,718.751,617.959,718.444,623.450,ref,730.167,591.352,human_nearest_mesh_topk,722.000,668.697,662.000,50.738,45.247,bottom_percentile_95,6.075788,36.536137,30.460349,1.000000,0.000000,0.317645,0.203921,0.203921,1.000000,0.000000,0.000000,5.000000,8.000000,left_hand,0.317645,739.956,545.396,6.606606,boundary_060,6.072462,6.075788,0.203921,6.696914,0.137048,0.000000
132,4.366667,721.952,599.175,721.787,598.413,ref,727.174,576.065,human_nearest_mesh_topk,722.000,650.483,655.000,51.308,52.070,bottom_percentile_95,5.946963,5.364754,-0.582209,1.000000,0.000000,0.511765,0.000000,0.100000,1.000000,0.000000,0.000000,5.000000,8.000000,left_hand,0.511765,732.082,548.226,6.613551,boundary_061,5.248817,5.946963,0.000000,4.517190,0.853121,0.000000
133,4.400000,723.888,590.364,723.807,591.190,ref,726.190,571.177,human_nearest_mesh_topk,730.000,648.596,648.000,58.232,57.405,bottom_percentile_95,5.713970,5.555846,-0.158123,1.000000,0.076086,0.664990,0.000000,0.100000,0.111374,3.766000,0.983000,5.000000,8.000000,left_hand,0.664990,726.850,553.681,6.628419,boundary_062,5.523339,5.713970,0.000000,0.595505,0.264997,0.000000
134,4.433333,725.767,590.790,726.140,589.578,ref,724.974,570.832,human_nearest_mesh_topk,729.500,648.732,648.850,57.942,59.154,bottom_percentile_95,5.613983,5.546305,-0.067678,1.000000,0.147741,0.735832,0.000000,0.100000,0.212749,3.340000,1.407000,5.000000,8.000000,left_hand,0.735832,722.806,557.756,6.648289,boundary_063,5.532176,5.613983,0.000000,0.118200,0.000000,0.000000
